index,product,cip,expected profit
1001,None,8.036291314180197,0.0
1002,None,4.559234234234233,0.0
1003,None,4.559234234234233,0.0
1004,B,4.559234234234233,4.559234234234233
1005,None,3.5673047162839433,0.0
1006,None,4.559234234234233,0.0
1007,A,3.25,1.95
1008,None,4.559234234234233,0.0
1009,A,4.559234234234233,2.7355405405405397
1010,None,4.559234234234233,0.0
1011,None,4.559234234234233,0.0
1012,None,4.559234234234233,0.0
1013,None,4.559234234234233,0.0
1014,B,4.559234234234233,4.559234234234233
1015,None,4.559234234234233,0.0
1016,A,4.559234234234233,2.7355405405405397
1017,None,4.559234234234233,0.0
1018,A,4.559234234234233,2.7355405405405397
1019,None,3.25,0.0
1020,None,4.559234234234233,0.0
1021,None,3.25,0.0
1022,None,4.559234234234233,0.0
1023,B,4.559234234234233,4.559234234234233
1024,B,4.559234234234233,4.559234234234233
1025,None,5.990954116982617,0.0
1026,None,4.559234234234233,0.0
1027,A,6.394214265026382,3.836528559015829
1028,None,4.559234234234233,0.0
1029,None,5.562129964523082,0.0
1030,None,4.559234234234233,0.0
1031,None,4.559234234234233,0.0
1032,None,4.559234234234233,0.0
1033,None,3.25,0.0
1034,None,4.559234234234233,0.0
1035,None,4.559234234234233,0.0
1036,None,4.559234234234233,0.0
1037,None,4.559234234234233,0.0
1038,None,4.559234234234233,0.0
1039,None,4.559234234234233,0.0
1040,None,3.25,0.0
1041,None,5.596817700970612,0.0
1042,A,4.522806314408655,2.7136837886451928
1043,None,4.559234234234233,0.0
1044,None,4.559234234234233,0.0
1045,A,5.449331608969152,3.2695989653814914
1046,None,4.559234234234233,0.0
1047,B,4.559234234234233,4.559234234234233
1048,B,4.559234234234233,4.559234234234233
1049,B,4.559234234234233,4.559234234234233
1050,None,4.1764304316581775,0.0
1051,None,4.559234234234233,0.0
1052,A,4.436933081441704,2.662159848865022
1053,A,4.418901841366274,2.6513411048197644
1054,None,5.999896767198735,0.0
1055,None,4.559234234234233,0.0
1056,None,4.559234234234233,0.0
1057,None,4.559234234234233,0.0
1058,B,4.559234234234233,4.559234234234233
1059,None,4.559234234234233,0.0
1060,None,4.559234234234233,0.0
1061,B,4.559234234234233,4.559234234234233
1062,None,4.559234234234233,0.0
1063,None,4.559234234234233,0.0
1064,A,5.31588779498846,3.189532676993076
1065,B,4.559234234234233,4.559234234234233
1066,None,4.559234234234233,0.0
1067,None,4.559234234234233,0.0
1068,None,4.559234234234233,0.0
1069,B,4.559234234234233,4.559234234234233
1070,None,4.559234234234233,0.0
1071,None,4.559234234234233,0.0
1072,None,4.559234234234233,0.0
1073,None,4.559234234234233,0.0
1074,None,4.559234234234233,0.0
1075,B,4.559234234234233,4.559234234234233
1076,None,4.559234234234233,0.0
1077,None,4.559234234234233,0.0
1078,None,4.559234234234233,0.0
1079,None,4.559234234234233,0.0
1080,None,4.153199216191083,0.0
1081,None,4.523787947075954,0.0
1082,B,4.559234234234233,4.559234234234233
1083,A,4.559234234234233,2.7355405405405397
1084,None,4.559234234234233,0.0
1085,None,4.559234234234233,0.0
1086,None,4.559234234234233,0.0
1087,None,4.559234234234233,0.0
1088,None,4.559234234234233,0.0
1089,None,4.549296933023435,0.0
1090,None,4.559234234234233,0.0
1091,A,4.559234234234233,2.7355405405405397
1092,B,4.559234234234233,4.559234234234233
1093,None,4.559234234234233,0.0
1094,None,4.559234234234233,0.0
1095,None,4.559234234234233,0.0
1096,None,4.559234234234233,0.0
1097,None,4.559234234234233,0.0
1098,None,4.559234234234233,0.0
1099,None,4.559234234234233,0.0
1100,None,4.559234234234233,0.0
1101,B,4.559234234234233,4.559234234234233
1102,B,4.559234234234233,4.559234234234233
1103,None,4.559234234234233,0.0
1104,None,4.559234234234233,0.0
1105,None,4.559234234234233,0.0
1106,None,4.559234234234233,0.0
1107,B,4.559234234234233,4.559234234234233
1108,None,4.559234234234233,0.0
1109,None,4.559234234234233,0.0
1110,None,4.559234234234233,0.0
1111,None,4.559234234234233,0.0
1112,None,4.559234234234233,0.0
1113,None,4.559234234234233,0.0
1114,None,3.613043678369186,0.0
1115,None,4.559234234234233,0.0
1116,None,4.6933655888616785,0.0
1117,None,4.559234234234233,0.0
1118,None,4.559234234234233,0.0
1119,B,4.559234234234233,4.559234234234233
1120,None,4.559234234234233,0.0
1121,None,4.559234234234233,0.0
1122,A,6.994023337211923,4.1964140023271534
1123,A,4.559234234234233,2.7355405405405397
1124,None,4.559234234234233,0.0
1125,B,4.559234234234233,4.559234234234233
1126,None,4.559234234234233,0.0
1127,None,4.559234234234233,0.0
1128,None,3.25,0.0
1129,None,4.559234234234233,0.0
1130,None,4.559234234234233,0.0
1131,A,4.559234234234233,2.7355405405405397
1132,A,4.559234234234233,2.7355405405405397
1133,B,4.559234234234233,4.559234234234233
1134,B,4.559234234234233,4.559234234234233
1135,None,4.559234234234233,0.0
1136,None,4.559234234234233,0.0
1137,None,4.559234234234233,0.0
1138,A,5.1157146264023545,3.0694287758414127
1139,None,4.559234234234233,0.0
1140,None,6.582603346947782,0.0
1141,None,4.569582202902125,0.0
1142,B,4.569582202902125,4.569582202902125
1143,None,4.559234234234233,0.0
1144,B,4.559234234234233,4.559234234234233
1145,None,4.559234234234233,0.0
1146,None,4.559234234234233,0.0
1147,A,4.559234234234233,2.7355405405405397
1148,None,4.559234234234233,0.0
1149,None,4.559234234234233,0.0
1150,None,4.559234234234233,0.0
1151,None,4.559234234234233,0.0
1152,None,8.034953620136477,0.0
1153,None,4.559234234234233,0.0
1154,None,4.559234234234233,0.0
1155,None,4.559234234234233,0.0
1156,None,4.559234234234233,0.0
1157,B,4.559234234234233,4.559234234234233
1158,None,4.559234234234233,0.0
1159,None,4.559234234234233,0.0
1160,None,4.559234234234233,0.0
1161,A,4.559234234234233,2.7355405405405397
1162,None,4.574915481290208,0.0
1163,None,4.559234234234233,0.0
1164,B,4.559234234234233,4.559234234234233
1165,None,4.559234234234233,0.0
1166,A,3.25,1.95
1167,A,4.559234234234233,2.7355405405405397
1168,None,4.559234234234233,0.0
1169,None,4.559234234234233,0.0
1170,None,5.672548073736705,0.0
1171,B,4.559234234234233,4.559234234234233
1172,None,4.559234234234233,0.0
1173,None,4.559234234234233,0.0
1174,None,8.034958906777767,0.0
1175,B,4.559234234234233,4.559234234234233
1176,None,4.559234234234233,0.0
1177,A,4.559234234234233,2.7355405405405397
1178,None,4.69198990643589,0.0
1179,None,4.559234234234233,0.0
1180,None,4.559234234234233,0.0
1181,None,4.559234234234233,0.0
1182,A,8.03494251989705,4.820965511938231
1183,None,4.559234234234233,0.0
1184,None,4.559234234234233,0.0
1185,A,4.559234234234233,2.7355405405405397
1186,None,4.559234234234233,0.0
1187,A,4.212593016550543,2.527555809930326
1188,None,4.781892785460051,0.0
1189,None,4.559234234234233,0.0
1190,None,4.559234234234233,0.0
1191,B,4.559234234234233,4.559234234234233
1192,None,4.559234234234233,0.0
1193,None,4.559234234234233,0.0
1194,None,4.559234234234233,0.0
1195,None,4.559234234234233,0.0
1196,None,4.559234234234233,0.0
1197,None,4.559234234234233,0.0
1198,None,3.25,0.0
1199,None,4.559234234234233,0.0
1200,None,5.38620967514609,0.0
1201,B,4.605324194766157,4.605324194766157
1202,None,4.559234234234233,0.0
1203,A,8.053747304393909,4.832248382636345
1204,None,4.559234234234233,0.0
1205,None,4.559234234234233,0.0
1206,None,4.559234234234233,0.0
1207,A,5.866787678827671,3.5200726072966027
1208,None,4.559234234234233,0.0
1209,None,4.559234234234233,0.0
1210,None,4.559234234234233,0.0
1211,None,4.486491413708341,0.0
1212,None,4.559234234234233,0.0
1213,None,5.823035538639912,0.0
1214,None,8.064460824103476,0.0
1215,None,4.559234234234233,0.0
1216,None,4.559234234234233,0.0
1217,None,4.559234234234233,0.0
1218,None,4.559234234234233,0.0
1219,None,4.559234234234233,0.0
1220,None,4.559234234234233,0.0
1221,None,4.559234234234233,0.0
1222,None,4.559234234234233,0.0
1223,None,4.559234234234233,0.0
1224,A,4.087514166165595,2.452508499699357
1225,None,4.559234234234233,0.0
1226,B,4.559234234234233,4.559234234234233
1227,None,4.559234234234233,0.0
1228,None,4.559234234234233,0.0
1229,None,4.559234234234233,0.0
1230,None,4.559234234234233,0.0
1231,A,4.470698184642765,2.6824189107856586
1232,None,4.559234234234233,0.0
1233,None,4.559234234234233,0.0
1234,None,4.559234234234233,0.0
1235,None,4.559234234234233,0.0
1236,None,4.494003556772741,0.0
1237,B,4.559234234234233,4.559234234234233
1238,None,4.559234234234233,0.0
1239,B,4.559234234234233,4.559234234234233
1240,None,3.25,0.0
1241,None,4.559234234234233,0.0
1242,None,4.559234234234233,0.0
1243,None,4.559234234234233,0.0
1244,None,4.559234234234233,0.0
1245,A,4.559234234234233,2.7355405405405397
1246,A,5.0400429521596815,3.024025771295809
1247,B,6.122278041766969,6.122278041766969
1248,None,4.559234234234233,0.0
1249,None,4.862337118302441,0.0
1250,None,4.559234234234233,0.0
1251,None,8.034964690213206,0.0
1252,None,4.559234234234233,0.0
1253,A,6.9731705148557115,4.183902308913427
1254,None,4.559234234234233,0.0
1255,None,3.25,0.0
1256,None,4.18444612461283,0.0
1257,None,4.559234234234233,0.0
1258,None,4.559234234234233,0.0
1259,None,4.559234234234233,0.0
1260,B,4.559234234234233,4.559234234234233
1261,None,4.559234234234233,0.0
1262,None,4.559234234234233,0.0
1263,A,5.838065396514205,3.502839237908523
1264,None,4.559234234234233,0.0
1265,None,4.559234234234233,0.0
1266,A,3.25,1.95
1267,None,4.559234234234233,0.0
1268,None,4.784200706079274,0.0
1269,B,4.784200706079274,4.784200706079274
1270,B,4.784200706079274,4.784200706079274
1271,B,4.784200706079274,4.784200706079274
1272,A,4.143620788690273,2.486172473214164
1273,None,4.560646594115369,0.0
1274,None,4.559234234234233,0.0
1275,None,5.268908139251455,0.0
1276,None,4.559234234234233,0.0
1277,None,4.559234234234233,0.0
1278,None,4.559234234234233,0.0
1279,None,4.559234234234233,0.0
1280,None,4.559234234234233,0.0
1281,None,4.559234234234233,0.0
1282,B,6.464735547538339,6.464735547538339
1283,None,4.559234234234233,0.0
1284,None,4.559234234234233,0.0
1285,None,4.559234234234233,0.0
1286,None,3.539437439074252,0.0
1287,B,4.559234234234233,4.559234234234233
1288,None,4.559234234234233,0.0
1289,B,4.559234234234233,4.559234234234233
1290,None,4.559234234234233,0.0
1291,None,4.559234234234233,0.0
1292,None,4.559234234234233,0.0
1293,None,4.559234234234233,0.0
1294,A,3.25,1.95
1295,None,4.6987880238930995,0.0
1296,None,4.559234234234233,0.0
1297,None,4.559234234234233,0.0
1298,None,5.067029814403249,0.0
1299,A,4.559234234234233,2.7355405405405397
1300,None,4.559234234234233,0.0
1301,None,4.559234234234233,0.0
1302,None,4.349300121778727,0.0
1303,None,4.559234234234233,0.0
1304,A,3.25,1.95
1305,None,3.25,0.0
1306,A,4.559234234234233,2.7355405405405397
1307,None,4.559234234234233,0.0
1308,None,4.559234234234233,0.0
1309,None,4.559234234234233,0.0
1310,B,4.559234234234233,4.559234234234233
1311,None,4.559234234234233,0.0
1312,None,4.559234234234233,0.0
1313,None,4.559234234234233,0.0
1314,None,3.25,0.0
1315,None,4.559234234234233,0.0
1316,None,4.559234234234233,0.0
1317,None,4.559234234234233,0.0
1318,None,4.559234234234233,0.0
1319,B,4.559234234234233,4.559234234234233
1320,None,4.559234234234233,0.0
1321,None,3.25,0.0
1322,A,4.124216789906942,2.474530073944165
1323,None,4.559234234234233,0.0
1324,A,4.559234234234233,2.7355405405405397
1325,None,3.2584682830214393,0.0
1326,B,4.559234234234233,4.559234234234233
1327,A,4.9106471602042445,2.9463882961225467
1328,B,4.559234234234233,4.559234234234233
1329,None,4.559234234234233,0.0
1330,B,4.559234234234233,4.559234234234233
1331,None,4.313939363580949,0.0
1332,None,4.559234234234233,0.0
1333,None,4.559234234234233,0.0
1334,None,4.559234234234233,0.0
1335,A,6.334310338742531,3.8005862032455187
1336,None,8.332152348106757,0.0
1337,None,4.559234234234233,0.0
1338,A,5.871736978845107,3.523042187307064
1339,None,4.559234234234233,0.0
1340,None,4.559234234234233,0.0
1341,None,4.559234234234233,0.0
1342,None,4.559234234234233,0.0
1343,None,4.559234234234233,0.0
1344,None,3.25,0.0
1345,None,4.559234234234233,0.0
1346,None,4.559234234234233,0.0
1347,None,3.25,0.0
1348,None,4.559234234234233,0.0
1349,A,4.559234234234233,2.7355405405405397
1350,B,4.559234234234233,4.559234234234233
1351,B,4.559234234234233,4.559234234234233
1352,None,4.559234234234233,0.0
1353,A,4.633735940758876,2.7802415644553253
1354,None,4.559234234234233,0.0
1355,None,4.3749116963916626,0.0
1356,None,4.559234234234233,0.0
1357,B,4.559234234234233,4.559234234234233
1358,None,4.559234234234233,0.0
1359,None,4.559234234234233,0.0
1360,None,4.559234234234233,0.0
1361,None,4.559234234234233,0.0
1362,None,5.07607968403295,0.0
1363,None,4.559234234234233,0.0
1364,A,4.559234234234233,2.7355405405405397
1365,None,3.9459920391648584,0.0
1366,B,4.559234234234233,4.559234234234233
1367,None,4.559234234234233,0.0
1368,None,4.559234234234233,0.0
1369,A,4.438658902269934,2.66319534136196
1370,None,4.559234234234233,0.0
1371,None,4.559234234234233,0.0
1372,None,4.559234234234233,0.0
1373,None,4.559234234234233,0.0
1374,None,4.559234234234233,0.0
1375,None,4.559234234234233,0.0
