index,product,cip,expected profit
1001,A,8.415986394557821,5.049591836734693
1002,A,6.756518247353977,4.053910948412386
1003,A,7.898954808960955,4.739372885376572
1004,A,8.338203670144772,5.002922202086863
1005,A,3.176501191559042,1.905900714935425
1006,A,5.551123595505615,3.330674157303369
1007,A,2.0416666666666656,1.2249999999999994
1008,A,5.551123595505615,3.330674157303369
1009,A,6.179868289336328,3.7079209736017966
1010,A,5.551123595505615,3.330674157303369
1011,A,5.551123595505615,3.330674157303369
1012,A,5.551123595505615,3.330674157303369
1013,A,7.656161461107929,4.593696876664757
1014,A,7.678466875960799,4.60708012557648
1015,A,7.678466875960799,4.60708012557648
1016,A,7.537645420193275,4.522587252115965
1017,A,5.551123595505615,3.330674157303369
1018,A,8.415986394557821,5.049591836734693
1019,A,2.0416666666666656,1.2249999999999994
1020,A,5.738119966671848,3.4428719800031087
1021,A,2.0416666666666656,1.2249999999999994
1022,A,5.974092267912844,3.584455360747706
1023,A,5.96221164000021,3.577326984000126
1024,A,5.551123595505615,3.330674157303369
1025,A,8.415986394557821,5.049591836734693
1026,A,5.551123595505615,3.330674157303369
1027,A,8.415986394557821,5.049591836734693
1028,A,5.551123595505615,3.330674157303369
1029,A,8.415986394557821,5.049591836734693
1030,A,7.552689225217466,4.53161353513048
1031,A,5.551123595505615,3.330674157303369
1032,A,5.551123595505615,3.330674157303369
1033,A,2.0416666666666656,1.2249999999999994
1034,A,5.551123595505615,3.330674157303369
1035,A,7.541032348607864,4.5246194091647185
1036,A,5.551123595505615,3.330674157303369
1037,A,5.551123595505615,3.330674157303369
1038,A,5.551123595505615,3.330674157303369
1039,A,8.415986394557821,5.049591836734693
1040,A,2.37100666240395,1.4226039974423699
1041,A,8.415986394557821,5.049591836734693
1042,A,8.415986394557821,5.049591836734693
1043,A,8.415986394557821,5.049591836734693
1044,A,7.841478690386687,4.704887214232012
1045,A,8.415986394557821,5.049591836734693
1046,A,8.415986394557821,5.049591836734693
1047,A,5.551123595505615,3.330674157303369
1048,A,8.337711247714891,5.002626748628934
1049,A,7.436967461394511,4.462180476836706
1050,A,4.819001788511881,2.8914010731071285
1051,A,7.705438138808077,4.623262883284846
1052,A,5.298817028804825,3.1792902172828947
1053,A,5.056059189010497,3.0336355134062982
1054,A,8.415986394557821,5.049591836734693
1055,A,7.537716658788712,4.522629995273227
1056,A,5.551123595505615,3.330674157303369
1057,A,5.551123595505615,3.330674157303369
1058,A,6.830424538059974,4.098254722835985
1059,A,5.551123595505615,3.330674157303369
1060,A,6.072454708535903,3.643472825121542
1061,A,5.551123595505615,3.330674157303369
1062,A,8.415986394557821,5.049591836734693
1063,A,8.415986394557821,5.049591836734693
1064,A,8.415986394557821,5.049591836734693
1065,A,7.945847238345982,4.767508343007589
1066,A,5.822146547410299,3.4932879284461795
1067,A,7.593926222234372,4.556355733340623
1068,A,7.944218925532908,4.766531355319745
1069,A,5.551123595505615,3.330674157303369
1070,A,8.298889311046201,4.97933358662772
1071,A,7.745132782434566,4.647079669460739
1072,A,5.551123595505615,3.330674157303369
1073,A,5.551123595505615,3.330674157303369
1074,A,5.996312906854426,3.5977877441126553
1075,A,5.996312906854426,3.5977877441126553
1076,A,7.612813516887751,4.567688110132651
1077,A,7.612813516887751,4.567688110132651
1078,A,5.622235046159082,3.373341027695449
1079,A,5.551123595505615,3.330674157303369
1080,A,4.324140238600747,2.594484143160448
1081,A,5.935760678200232,3.561456406920139
1082,A,6.527618714279154,3.9165712285674923
1083,A,5.551123595505615,3.330674157303369
1084,A,5.538439316352215,3.323063589811329
1085,A,6.651445033578166,3.9908670201468994
1086,A,5.551123595505615,3.330674157303369
1087,A,8.415986394557821,5.049591836734693
1088,A,5.551123595505615,3.330674157303369
1089,A,5.5179573631220595,3.3107744178732355
1090,A,5.551123595505615,3.330674157303369
1091,A,6.735186210198784,4.04111172611927
1092,A,6.283737701547206,3.770242620928323
1093,A,5.551123595505615,3.330674157303369
1094,A,5.6768073552199825,3.4060844131319894
1095,A,8.415986394557821,5.049591836734693
1096,A,8.415986394557821,5.049591836734693
1097,A,6.169144469266832,3.701486681560099
1098,A,5.551123595505615,3.330674157303369
1099,A,5.551123595505615,3.330674157303369
1100,A,5.551123595505615,3.330674157303369
1101,A,6.620992242660408,3.972595345596245
1102,A,5.551123595505615,3.330674157303369
1103,A,5.74463964071669,3.4467837844300138
1104,A,7.735337960999747,4.641202776599848
1105,A,5.551123595505615,3.330674157303369
1106,A,5.551123595505615,3.330674157303369
1107,A,6.267674761610754,3.7606048569664523
1108,A,6.086590401563746,3.6519542409382475
1109,A,5.551123595505615,3.330674157303369
1110,A,7.635139704641483,4.58108382278489
1111,A,7.820367073850344,4.692220244310206
1112,A,7.783309139195897,4.669985483517538
1113,A,6.169506589277915,3.7017039535667484
1114,A,3.317060180125679,1.9902361080754072
1115,A,7.672878350091002,4.603727010054601
1116,A,7.839833811170046,4.703900286702027
1117,A,5.551123595505615,3.330674157303369
1118,A,5.551123595505615,3.330674157303369
1119,A,5.592316839304927,3.3553901035829563
1120,A,7.693818205632231,4.6162909233793386
1121,A,5.551123595505615,3.330674157303369
1122,A,8.415986394557821,5.049591836734693
1123,A,8.415986394557821,5.049591836734693
1124,A,5.551123595505615,3.330674157303369
1125,A,8.215858890555795,4.929515334333477
1126,A,7.541777781541355,4.525066668924813
1127,A,8.415986394557821,5.049591836734693
1128,A,2.0416666666666656,1.2249999999999994
1129,A,5.551123595505615,3.330674157303369
1130,A,7.556718700355307,4.534031220213184
1131,A,7.556718700355307,4.534031220213184
