index,product,cip,expected profit
4838,A,4.559234234234233,2.7355405405405397
3734,A,4.559234234234233,2.7355405405405397
3790,A,4.559234234234233,2.7355405405405397
1643,A,4.533598060389311,2.7201588362335865
3455,A,4.559234234234233,2.7355405405405397
1635,A,4.559234234234233,2.7355405405405397
3476,A,4.559234234234233,2.7355405405405397
4732,A,5.336401797489315,3.201841078493589
1241,A,4.559234234234233,2.7355405405405397
2616,A,4.559234234234233,2.7355405405405397
3682,A,4.559234234234233,2.7355405405405397
2825,A,4.559234234234233,2.7355405405405397
1683,A,4.662851330282032,2.797710798169219
1644,A,4.396468410883689,2.6378810465302136
1588,A,4.559234234234233,2.7355405405405397
3801,A,4.559234234234233,2.7355405405405397
1729,A,4.559234234234233,2.7355405405405397
3206,A,4.559234234234233,2.7355405405405397
1617,A,4.559234234234233,2.7355405405405397
2075,A,4.559234234234233,2.7355405405405397
1302,A,4.349300121778727,2.609580073067236
3013,A,4.559234234234233,2.7355405405405397
2946,A,4.559234234234233,2.7355405405405397
4327,A,4.559234234234233,2.7355405405405397
1066,A,4.559234234234233,2.7355405405405397
2165,A,4.19635882827949,2.517815296967694
3774,A,4.559234234234233,2.7355405405405397
2117,A,4.559234234234233,2.7355405405405397
3256,A,4.559234234234233,2.7355405405405397
3888,A,4.559234234234233,2.7355405405405397
3024,A,4.619727137472961,2.771836282483777
4210,A,4.559234234234233,2.7355405405405397
4847,A,5.879250322503625,3.5275501935021745
2034,A,4.559234234234233,2.7355405405405397
2014,A,4.053963228269564,2.432377936961738
1076,A,4.559234234234233,2.7355405405405397
2327,A,6.833863354423454,4.100318012654072
2129,A,4.559234234234233,2.7355405405405397
3306,A,4.559234234234233,2.7355405405405397
3896,A,4.559234234234233,2.7355405405405397
3053,A,3.25,1.95
1223,A,4.559234234234233,2.7355405405405397
3201,A,4.411122592274983,2.6466735553649894
1238,A,4.559234234234233,2.7355405405405397
3824,A,4.559234234234233,2.7355405405405397
1271,A,4.784200706079274,2.8705204236475645
4639,A,4.559234234234233,2.7355405405405397
1299,A,4.559234234234233,2.7355405405405397
1689,A,4.559234234234233,2.7355405405405397
1641,A,4.559234234234233,2.7355405405405397
2370,A,6.781234608443219,4.0687407650659315
4336,A,4.559234234234233,2.7355405405405397
2596,A,6.4209474762209116,3.852568485732547
4730,A,4.559234234234233,2.7355405405405397
2866,A,4.559234234234233,2.7355405405405397
3584,A,4.559234234234233,2.7355405405405397
3228,A,5.314482572894928,3.1886895437369565
1568,A,4.559234234234233,2.7355405405405397
1282,A,6.464735547538339,3.8788413285230035
3540,A,3.25,1.95
1559,A,4.559234234234233,2.7355405405405397
